title,budget,revenue,genres,top_cast,director,producers,composers,vote_average,release_month,runtime,vote_count
Gods of Egypt,140000000.0,150680864.0,['Fantasy'],"['Brenton Thwaites', 'Nikolaj Coster-Waldau', 'Gerard Butler']",Alex Proyas,"['Basil Iwanyk', 'Alex Proyas']",[],5.2,2,127.0,1303.0
Embrace of the Serpent,1400000.0,1320005.0,"['Adventure', 'Drama']","['Nilbio Torres', 'Antonio Bolivar', 'Brionne Davis']",Ciro Guerra,['Cristina Gallego'],['Nascuy Linares'],7.8,5,125.0,129.0
Neerja,10721568.0,2978994.0,['Drama'],"['Sonam Kapoor', 'Shabana Azmi', 'Shekhar Ravjiani']",Ram Madhvani,"['Atul Kasbekar', 'Shanti Sivaram Maini']",['Vishal Khurana'],7.4,2,122.0,44.0
Race,5000000.0,24804129.0,"['Action', 'Drama']","['Stephan James', 'Jason Sudeikis', 'Carice van Houten']",Stephen Hopkins,"['Karsten Brünig', 'Luc Dayan', 'Kate Garwood', 'Stephen Hopkins', 'Jean-Charles Levy', 'Nicolas Manuel', 'Louis-Philippe Rochon', 'Dominique Séguin']",[],7.0,2,134.0,492.0
10 Cloverfield Lane,15000000.0,108286421.0,"['Thriller', 'Science Fiction', 'Drama']","['Mary Elizabeth Winstead', 'John Goodman', 'John Gallagher Jr.']",Dan Trachtenberg,"['J.J. Abrams', 'Lindsey Weber']",[],6.8,3,103.0,2537.0
London Has Fallen,60000000.0,205754447.0,"['Action', 'Crime', 'Thriller']","['Gerard Butler', 'Aaron Eckhart', 'Morgan Freeman']",Babak Najafi,"['Gerard Butler', 'Mark Gill', ""Matthew O'Toole"", 'Alan Siegel', 'John Thompson', 'Les Weldon']",[],5.8,3,99.0,1656.0
Zootopia,150000000.0,1023784195.0,"['Animation', 'Adventure', 'Family', 'Comedy']","['Ginnifer Goodwin', 'Jason Bateman', 'Shakira']",Jared Bush,['Clark Spencer'],['Michael Giacchino'],7.7,2,108.0,4961.0
Whiskey Tango Foxtrot,35000000.0,23083334.0,"['War', 'Comedy']","['Tina Fey', 'Margot Robbie', 'Billy Bob Thornton']",John Requa,"['Ian Bryce', 'Tina Fey', 'Lorne Michaels']",['Nick Urata'],6.0,3,112.0,356.0
The Young Messiah,18500000.0,6490401.0,['Drama'],"['Adam Greaves-Neal', 'Sara Lazzaro', 'Vincent Walsh']",Cyrus Nowrasteh,[],[],6.4,3,120.0,30.0
Grimsby,35000000.0,25182929.0,"['Action', 'Comedy']","['Sacha Baron Cohen', 'Mark Strong', 'Isla Fisher']",Louis Leterrier,"['Sacha Baron Cohen', 'Peter Baynham', 'Anthony Hines', 'Nira Park', 'Todd Schulman']","['David Buckley', 'Erran Baron Cohen']",5.7,2,83.0,794.0
Mojin: The Lost Legend,37000000.0,278300000.0,"['Action', 'Adventure', 'Fantasy']","['Chen Kun', 'Huang Bo', 'Shu Qi']",Wuershan,"['Chen Kuo-Fu', 'Jerry Ye', 'Tao Kun', 'Xuejun Wu']",[],6.0,12,127.0,71.0
Na Tum Jaano Na Hum,350000.0,6100000.0,"['Drama', 'Romance']","['Saif Ali Khan', 'Hrithik Roshan', 'Esha Deol']",Arjun Sablok,['Vivek Singhania'],[],4.4,5,151.0,5.0
Ip Man 3,36000000.0,156844753.0,"['Action', 'Drama', 'History']","['Donnie Yen', 'Lynn Hung', 'Zhang Jin']",Wilson Yip,['Bak-Ming Wong'],[],6.5,12,105.0,384.0
Garv: Pride and Honour,1300000.0,11000000.0,"['Action', 'Drama']","['Salman Khan', 'Shilpa Shetty', 'Arbaaz Khan']",Puneet Issar,[],[],4.5,7,162.0,4.0
Capture the Flag,14000000.0,8306690.0,"['Comedy', 'Animation', 'Adventure']","['Michelle Jenner', 'Dani Rovira', 'Carme Calvell']",Enrique Gato,[],[],5.7,8,94.0,52.0
The Touch,6900000.0,6530000.0,['Drama'],"['Elliott Gould', 'Bibi Andersson', 'Max von Sydow']",Ingmar Bergman,[],[],6.0,7,115.0,3.0
3 Braves,143149.0,645135.0,"['Family', 'Animation', 'Adventure']","['Zuhab Khan', 'Muneeba Yaseen', 'Hanzala Shahid']",Sharmeen Obaid-Chinoy,"['Sharmeen Obaid-Chinoy', 'Salman Iqbal', 'Jerjees Seja']",[],7.5,5,94.0,2.0
Jaane Tu... Ya Jaane Na,2300000.0,11100000.0,"['Drama', 'Comedy', 'Romance']","['Imran Khan', ""Genelia D'Souza"", 'Manjari Phadnis']",Abbas Tyrewala,['Aamir Khan'],['A. R. Rahman'],6.7,7,155.0,37.0
Bachna Ae Haseeno,2400000.0,9600000.0,"['Drama', 'Comedy', 'Romance']","['Deepika Padukone', 'Ranbir Kapoor', 'Bipasha Basu']",Siddharth Anand,['Aditya Chopra'],[],6.5,8,153.0,20.0
Dostana,10000000.0,20000000.0,"['Drama', 'Comedy', 'Romance']","['John Abraham', 'Priyanka Chopra', 'Bobby Deol']",Tarun Mansukhani,['Karan Johar'],[],6.4,11,142.0,42.0
Phoonk,750000.0,2760000.0,"['Foreign', 'Horror', 'Thriller']",['Sudeep'],Ram Gopal Varma,[],[],3.5,8,179.0,5.0
Gabbar Singh,7000000.0,16000000.0,"['Action', 'Comedy', 'Foreign']","['Pawan Kalyan', 'Shruti Haasan', 'Ali']",Harish Shankar,['Bandla Ganesh'],[],5.1,5,136.0,6.0
Eega,5990000.0,19450000.0,"['Romance', 'Science Fiction']","['Sudeep', 'Samantha Akkineni', 'Nani']",S.S. Rajamouli,[],[],6.7,6,145.0,33.0
99,3000000.0,6600000.0,"['Comedy', 'Crime']","['Kunal Khemu', 'Boman Irani', 'Soha Ali Khan']",Raj Nidimoru,"['Anupam Mittal', 'Aditya Shastri']",[],5.6,5,141.0,5.0
Khatta Meetha,7500000.0,10000000.0,"['Comedy', 'Drama']","['Akshay Kumar', 'Trisha Krishnan', 'Rajpal Yadav']",Priyadarshan,[],[],5.1,7,155.0,10.0
"Dear Guest, When Will You Leave?",3750000.0,5000000.0,"['Comedy', 'Foreign']","['Ajay Devgn', 'Sanjay Mishra', 'Paresh Rawal']",Ashwani Dhir,[],[],6.2,2,155.0,9.0
Thank You,13100000.0,4100000.0,"['Drama', 'Comedy', 'Romance', 'Foreign']","['Akshay Kumar', 'Bobby Deol', 'Sonam Kapoor']",Anees Bazmee,"['Ronnie Screwvala', 'Manish Hariprasad', 'Siddharth Roy Kapur']",[],5.7,4,140.0,16.0
Heropanti,4200000.0,10000000.0,"['Romance', 'Action']","['Tiger Shroff', 'Kriti Sanon', 'Prakash Raj']",Sabbir Khan,['Sajid Nadiadwala'],[],5.4,5,146.0,15.0
Happy Family,800000.0,966214.0,"['Comedy', 'Romance']","['Ad van Kempen', 'Geert de Jong', 'Yes-R']",Martin Koolhoven,[],[],6.0,12,83.0,1.0
The Mermaid,60720000.0,553810228.0,"['Comedy', 'Science Fiction', 'Fantasy', 'Romance']","['Jelly Lin', 'Deng Chao', '张雨绮']",Stephen Chow,[],[],6.2,2,93.0,76.0
The Neon Demon,7000000.0,1333124.0,"['Thriller', 'Horror']","['Elle Fanning', 'Karl Glusman', 'Jena Malone']",Nicolas Winding Refn,"['Lene Børglum', 'Sidonie Dumas', 'Vincent Maraval', 'Nicolas Winding Refn']",['Cliff Martinez'],6.4,6,117.0,926.0
Vinnaithaandi Varuvaayaa,3000000.0,12000000.0,"['Drama', 'Romance']","['Silambarasan', 'Trisha Krishnan', 'VTV Ganesh']",Gautham Vasudev Menon,"['Jayaraman', 'P. Madhan', 'VTV Ganesh', 'Elred Kumar']",['A. R. Rahman'],7.7,2,157.0,19.0
Ayan,3230939.0,18000000.0,"['Action', 'Romance', 'Comedy']","['Suriya ', 'Tamanna Bhatia', 'Prabhu Ganesan']",K. V. Anand,"['A. V. M. Saravanan', 'Guhan M.S.']",[],6.7,4,162.0,19.0
Bommarillu,1333333.0,5333333.0,"['Drama', 'Foreign', 'Romance']","['Siddharth', 'Prakash Raj', ""Genelia D'Souza""]",Bhaskar,[],[],5.6,8,170.0,6.0
Arundhati,2915739.0,14000000.0,"['Horror', 'Fantasy', 'Thriller']","['Sonu Sood', 'Arjan Bajwa', 'Manorama']",Kodi Rama Krishna,"['M Shyam Prasad Reddy', 'Bellamkonda Suresh']",[],5.6,1,132.0,7.0
Happy Days,440141.0,2640850.0,['Drama'],"['Varun Sandesh', 'Tamanna Bhatia', 'Sonia Deepti']",Sekhar Kammula,['Sekhar Kammula'],[],6.6,9,160.0,5.0
Dil Dhadakne Do,13000000.0,22000000.0,"['Drama', 'Family', 'Romance']","['Anil Kapoor', 'Priyanka Chopra', 'Shefali Shah']",Zoya Akhtar,['Farhan Akhtar'],[],6.7,6,170.0,43.0
Eye in the Sky,13000000.0,18704595.0,"['Drama', 'Thriller', 'War']","['Helen Mirren', 'Aaron Paul', 'Alan Rickman']",Gavin Hood,"['Ged Doherty', 'Colin Firth', 'David Lancaster']",[],7.2,9,102.0,532.0
"Hello, My Name Is Doris",1000000.0,14444999.0,"['Comedy', 'Drama', 'Romance']","['Sally Field', 'Max Greenfield', 'Beth Behrs']",Michael Showalter,"['Daniel Crown', 'Kevin Mann', 'Riva Marker', 'Jordana Mollick', 'Daniela Taplin Lundberg']",['Brian H. Kim'],6.5,11,95.0,156.0
Roar,17000000.0,2000000.0,"['Adventure', 'Thriller']","['Tippi Hedren', 'Melanie Griffith', 'Jerry Marshall']",Noel Marshall,"['Tippi Hedren', 'Noel Marshall', 'Robert Gottschalk']",['Terrence P. Minogue'],5.6,11,102.0,19.0
Mr. Right,8000000.0,34694.0,"['Action', 'Comedy', 'Romance']","['Sam Rockwell', 'Anna Kendrick', 'Tim Roth']",Paco Cabezas,"['Michael A. Helfant', 'Lawrence Mattis', 'Bradley Gallo', 'Rick Jacobs']",['Aaron Zigman'],6.3,2,95.0,395.0
Miracles from Heaven,16000000.0,73883359.0,['Drama'],"['Jennifer Garner', 'Kylie Rogers', 'Martin Henderson']",Patricia Riggen,"['Joe Roth', 'T.D. Jakes', 'DeVon Franklin']",[],6.8,3,117.0,191.0
Florence Foster Jenkins,29000000.0,48902953.0,"['Comedy', 'Drama']","['Meryl Streep', 'Hugh Grant', 'Rebecca Ferguson']",Stephen Frears,"['Michael Kuhn', 'Tracey Seaward']",[],6.7,5,110.0,409.0
My Big Fat Greek Wedding 2,18000000.0,88923251.0,"['Romance', 'Comedy', 'Family']","['John Corbett', 'Elena Kampouris', 'Nia Vardalos']",Kirk Jones,"['Tom Hanks', 'Rita Wilson']",[],5.6,3,94.0,328.0
Irudhi Suttru,300000.0,2100000.0,"['Action', 'Drama']","['Madhavan', 'Ritika Singh', 'Mumtaz Sorcar']",Sudha Kongara Prasad,"['C. V. Kumar', 'S. Sashikanth']",['Santhosh Narayanan'],6.7,1,112.0,11.0
I Saw the Light,13000000.0,1646788.0,"['Drama', 'Music']","['Tom Hiddleston', 'Elizabeth Olsen', 'David Krumholtz']",Marc Abraham,"['Marc Abraham', 'Brett Ratner', 'Aaron L. Gilbert', 'G. Marq Roswell']",[],5.9,2,123.0,48.0
Keanu,15000000.0,20566327.0,"['Action', 'Comedy']","['Jordan Peele', 'Keegan-Michael Key', 'Tiffany Haddish']",Peter Atencio,"['Peter Principato', 'Jordan Peele', 'Keegan-Michael Key', 'Joel Zadak']","['Steve Jablonsky', 'Nathan Whitehead']",6.0,4,94.0,434.0
The Lure,1300000.0,101657.0,"['Horror', 'Music']","['Kinga Preis', 'Michalina Olszańska', 'Marta Mazurek']",Agnieszka Smoczynska,['Wlodzimierz Niderhaus'],[],6.1,12,92.0,31.0
White Girl,700000.0,200242.0,['Drama'],"['Morgan Saylor', 'Justin Bartha', 'Adrian Martinez']",Elizabeth Wood,['Gabriel Nussbaum'],[],5.5,9,88.0,109.0
Love & Friendship,3000000.0,14016568.0,"['Comedy', 'Drama', 'Romance']","['Kate Beckinsale', 'Xavier Samuel', 'Emma Greenwell']",Whit Stillman,"['Lauranne Bourrachot', 'Katie Holly', 'Whit Stillman']",[],6.4,5,94.0,171.0
Sunshine Superman,400000.0,88097.0,['Documentary'],[],Marah Strauch,[],[],7.2,5,100.0,10.0
Everybody Wants Some!!,10000000.0,3400278.0,['Comedy'],"['Blake Jenner', 'Juston Street', 'Ryan Guzman']",Richard Linklater,"['Richard Linklater', 'Ginger Sledge', 'Megan Ellison']",[],6.3,3,116.0,419.0
Sing Street,4000000.0,13624522.0,"['Romance', 'Drama', 'Music']","['Ferdia Walsh-Peelo', 'Lucy Boynton', 'Maria Doyle Kennedy']",John Carney,"['Anthony Bregman', 'John Carney', 'Kevin Scott Frakes', 'Christian Grass', 'Martina Niland', 'Raj Brinder Singh', 'Paul Trijbits']",[],8.0,3,106.0,669.0
Paterson,5000000.0,2152738.0,"['Comedy', 'Drama', 'Romance']","['Adam Driver', 'Golshifteh Farahani', 'Nellie']",Jim Jarmusch,"['Joshua Astrachan', 'Carter Logan']",[],7.0,11,118.0,311.0
The Huntsman: Winter's War,115000000.0,164602163.0,"['Action', 'Adventure', 'Drama']","['Chris Hemsworth', 'Charlize Theron', 'Emily Blunt']",Cedric Nicolas-Troyan,['Joe Roth'],[],6.0,4,114.0,1575.0
Neighbors 2: Sorority Rising,35000000.0,108758521.0,['Comedy'],"['Seth Rogen', 'Rose Byrne', 'Zac Efron']",Nicholas Stoller,"['Seth Rogen', 'Evan Goldberg', 'James Weaver']",['Michael Andrews'],5.6,5,91.0,1490.0
Aadukalam,4000000.0,6000000.0,"['Action', 'Drama', 'Thriller']","['Dhanush', 'Kishore', 'Taapsee Pannu']",Vetrimaran,['Kathiresan'],[],6.8,1,160.0,8.0
Visaranai,325000.0,1600000.0,"['Drama', 'Thriller']","['Dinesh Ravi', 'Anandhi', 'Kishore']",Vetrimaran,"['Vetrimaran', 'Dhanush']",['G. V. Prakash Kumar'],8.0,2,118.0,8.0
Things to Come,2100000.0,282382.0,['Drama'],"['Isabelle Huppert', 'André Marcon', 'Edith Scob']",Mia Hansen-Løve,['Charles Gillibert'],[],6.5,3,102.0,70.0
Fan,16000000.0,29251596.0,"['Action', 'Drama', 'Thriller']","['Shah Rukh Khan', ""Waluscha D' Souza"", 'Sayani Gupta']",Maneesh Sharma,['Aditya Chopra'],[],6.2,4,142.0,73.0
Money Monster,27000000.0,93282604.0,['Thriller'],"['George Clooney', 'Julia Roberts', ""Jack O'Connell""]",Jodie Foster,[],['Dominic Lewis'],6.5,5,98.0,1096.0
Nine Lives,30000000.0,57814445.0,"['Fantasy', 'Comedy', 'Family']","['Kevin Spacey', 'Christopher Walken', 'Malina Weissman']",Barry Sonnenfeld,"['Luc Besson', 'Christophe (II) Lambert']",[],5.5,8,87.0,289.0
Barbershop: The Next Cut,20000000.0,55030051.0,['Comedy'],"['Ice Cube', 'Common', 'Anthony Anderson']",Malcolm D. Lee,[],[],6.2,4,112.0,171.0
The Choice,10000000.0,18730891.0,"['Drama', 'Romance']","['Benjamin Walker', 'Teresa Palmer', 'Maggie Grace']",Ross Katz,"['Peter Safran', 'Nicholas Sparks', 'Theresa Park']",['Marcelo Zarvos'],6.7,2,111.0,527.0
Finding Dory,200000000.0,1028570889.0,"['Adventure', 'Animation', 'Comedy', 'Family']","['Ellen DeGeneres', 'Albert Brooks', 'Hayden Rolence']",Angus MacLane,['Lindsey Collins'],['Thomas Newman'],6.8,6,97.0,4333.0
The Boss,29000000.0,78636257.0,['Comedy'],"['Melissa McCarthy', 'Peter Dinklage', 'Kristen Bell']",Ben Falcone,"['Will Ferrell', 'Adam McKay']",['Christopher Lennertz'],5.5,4,91.0,441.0
Bastille Day,20000000.0,14397593.0,['Action'],"['Idris Elba', 'Richard Madden', 'Charlotte Le Bon']",James Watkins,"['Philippe Rousselet', 'David Kanter', 'Bard Dorros']",[],6.0,4,92.0,378.0
Free State of Jones,50000000.0,25035950.0,"['War', 'Action', 'Drama', 'History', 'Thriller']","['Matthew McConaughey', 'Gugu Mbatha-Raw', 'Mahershala Ali']",Gary Ross,"['Gary Ross', 'Jon Kilik', 'Scott Stuber']",[],6.6,6,139.0,439.0
The Angry Birds Movie,73000000.0,349779543.0,"['Family', 'Animation']","['Jason Sudeikis', 'Josh Gad', 'Danny McBride']",Clay Kaytis,['John Cohen'],[],5.9,5,97.0,1048.0
Precious Cargo,10500000.0,100659.0,"['Action', 'Crime', 'Thriller']","['Bruce Willis', 'Claire Forlani', 'Mark-Paul Gosselaar']",Max Adams,"['George Furla', 'Randall Emmett', 'Scott Mann', 'Norton Herrick', 'James Edward Barker']","['James Edward Barker', 'Tim Despic']",5.1,7,99.0,95.0
Arrambam,9200000.0,21000000.0,"['Action', 'Thriller', 'Drama']","['Ajith Kumar', 'Arya', 'Nayanthara']",Vishnuvardhan,['A. M. Rathnam'],[],6.0,10,157.0,8.0
Yennai Arindhaal,7900000.0,16000000.0,"['Romance', 'Thriller', 'Drama', 'Action']","['Ajith Kumar', 'Trisha Krishnan', 'Anushka Shetty']",Gautham Vasudev Menon,"['A. M. Rathnam', 'S. Aishwarya']",['Harris Jayaraj'],6.6,2,176.0,14.0
Mankatha,6100000.0,28000000.0,"['Action', 'Thriller']","['Ajith Kumar', 'Arjun Sarja', 'Trisha Krishnan']",Venkat Prabhu,"['Dhayanidhi Alagiri', 'Vivek Rathnavelu']",['Yuvan Shankar Raja'],5.6,8,149.0,14.0
Indru Netru Naalai,620000.0,1400000.0,"['Science Fiction', 'Comedy']","['Vishnu Vishal', 'Mia George', 'Karunakaran']",R. Ravi Kumar,"['C. V. Kumar', 'K. E. Gnanavelraja']",['HipHop Tamizha Jeeva'],7.4,6,146.0,7.0
Veeram,5900000.0,19000000.0,"['Action', 'Comedy', 'Romance']","['Ajith Kumar', 'Tamanna Bhatia', 'Vidharth']",Siva,['B. Bharathi Reddy'],['Devi Sri Prasad'],5.8,1,161.0,11.0
Vaali,500000.0,500000.0,['Romance'],"['Ajith Kumar', 'Simran', 'Jyothika']",S. J. Surya,['S. S. Chakravarthy'],[],6.0,5,157.0,6.0
Villan,500000.0,500000.0,"['Action', 'Crime']","['Ajith Kumar', 'Meena', 'Kiran Rathod']",K. S. Ravikumar,['S. S. Chakravarthy'],[],6.7,12,157.0,5.0
Dheena,500000.0,500000.0,"['Action', 'Drama', 'Romance']","['Ajith Kumar', 'Suresh Gopi', 'Laila']",A.R. Murugadoss,['P. Karthikeyan'],['Yuvan Shankar Raja'],5.3,1,157.0,5.0
Citizen,500000.0,500000.0,"['Drama', 'Action', 'Crime', 'Foreign']","['Ajith Kumar', 'Vasundhara Das', 'Meena']",Saravana Subbiah,['S. S. Chakravarthy'],[],5.9,6,157.0,6.0
Amarkalam,500000.0,500000.0,[],"['Ajith Kumar', 'Shalini', 'Raghuvaran']",Saran,['Venkateswaralayam'],[],6.6,8,157.0,4.0
Mugavari,500000.0,500000.0,"['Drama', 'Romance']","['Ajith Kumar', 'Jyothika', 'Raghuvaran']",V. Z. Durai,"['S. S. Chakravarthy', 'S. N. Raja']",[],7.5,2,157.0,2.0
Aasai,500000.0,500000.0,"['Action', 'Romance']","['Ajith Kumar', 'Suvalakshmi', 'Prakash Raj']",Vasanth,['Mani Ratnam'],[],6.0,9,157.0,2.0
Kadhal Kottai,500000.0,500000.0,['Romance'],"['Ajith Kumar', 'Devayani', 'Heera Rajgopal']",Agathiyan,['Sivashakthi Pandian'],[],7.0,7,157.0,2.0
Mother's Day,25000000.0,48418160.0,['Comedy'],"['Jennifer Aniston', 'Julia Roberts', 'Kate Hudson']",Garry Marshall,"['Howard Burd', 'Brandt Andersen', 'Daniel Diamond', 'Mark DiSalle', 'Mike Karz', 'Wayne Allan Rice']",[],5.8,4,118.0,391.0
Snowden,40000000.0,37279439.0,"['Drama', 'Thriller']","['Joseph Gordon-Levitt', 'Shailene Woodley', 'Melissa Leo']",Oliver Stone,"['Moritz Borman', 'Eric Kopeloff', 'Philip Schulz-Deyle', 'Fernando Sulichin']",[],7.0,9,134.0,1285.0
Ratchet & Clank,20000000.0,8821329.0,"['Action', 'Adventure', 'Animation', 'Family']","['James Arnold Taylor', 'David Kaye', 'Armin Shimerman']",Kevin Munroe,"['Brad Foxhoven', 'David Wohl', 'Kylie Ellis']",[],5.4,4,94.0,188.0
Term Life,16500000.0,21256.0,"['Thriller', 'Drama', 'Crime']","['Hailee Steinfeld', 'Vince Vaughn', 'Jonathan Banks']",Peter Billingsley,[],[],5.7,4,93.0,81.0
The Nice Guys,50000000.0,62788218.0,"['Action', 'Comedy', 'Crime', 'Thriller']","['Russell Crowe', 'Ryan Gosling', 'Angourie Rice']",Shane Black,['Joel Silver'],"['John Ottman', 'David Buckley']",7.0,5,116.0,2382.0
A Hologram for the King,30000000.0,4212494.0,"['Comedy', 'Drama']","['Tom Hanks', 'Sarita Choudhury', 'Sidse Babett Knudsen']",Tom Tykwer,"['Uwe Schott', 'Gary Goetzman', 'Arcadiy Golubovich', 'Stefan Arndt', ""Tim O'Hair""]","['Johnny Klimek', 'Tom Tykwer']",5.8,4,97.0,347.0
Singam,2200000.0,9700000.0,"['Action', 'Comedy', 'Crime']","['Suriya ', 'Anushka Shetty', 'Prakash Raj']",Hari,[],['Devi Sri Prasad'],6.9,5,154.0,19.0
7Aum Arivu,16000000.0,98900000.0,"['Action', 'Science Fiction', 'Thriller']","['Suriya ', 'Shruti Haasan', 'Ashwin Kakumanu']",A.R. Murugadoss,['Udhayanidhi Stalin'],['Harris Jayaraj'],6.6,10,168.0,10.0
Flight Crew,10000000.0,27305571.0,"['Drama', 'Action']","['Danila Kozlovsky', 'Vladimir Mashkov', 'Agne Grudyte']",Nikolay Lebedev,[],[],6.8,4,138.0,47.0
The Shallows,17000000.0,119100758.0,"['Horror', 'Drama', 'Thriller']","['Blake Lively', 'Óscar Jaenada', 'Angelo Josue Lozano Corzo']",Jaume Collet-Serra,"['Lynn Harris', 'Matti Leshem']",['Marco Beltrami'],6.2,6,86.0,1619.0
A Little Night Music,200000.0,286000.0,['Comedy'],"['Гордан Кичић', 'Vuk Kostić', 'Feđa Stojanović']",Dejan Zečević,[],[],7.8,1,95.0,4.0
Kick,22000000.0,55000000.0,"['Action', 'Comedy', 'Romance']","['Salman Khan', 'Nawazuddin Siddiqui', 'Randeep Hooda']",Sajid Nadiadwala,[],['Julius Packiam'],6.0,7,146.0,51.0
Aitraaz,3500000.0,9250000.0,"['Thriller', 'Drama']","['Akshay Kumar', 'Kareena Kapoor', 'Priyanka Chopra']",Mastan Alibhai Burmawalla,['Subhash Ghai'],['Himesh Reshammiya'],4.9,11,159.0,17.0
Paws,137731.0,1778391.0,"['Adventure', 'Family', 'Fantasy']","['Billy Connolly', 'Nathan Cavaleri', 'Emilie François']",Karl Zwicky,"['Andrena Finlay', 'Vicki Watson']",['Mario Millo'],3.9,9,83.0,8.0
The Handmaiden,8575000.0,1983204.0,"['Thriller', 'Drama', 'Romance']","['Kim Min-hee', 'Kim Tae-Ri', 'Ha Jung-woo']",Park Chan-wook,"['Syd Lim', 'Park Chan-wook']",['Young-wuk Cho'],8.1,6,145.0,453.0
Alice Through the Looking Glass,170000000.0,299370084.0,"['Family', 'Fantasy']","['Johnny Depp', 'Mia Wasikowska', 'Anne Hathaway']",James Bobin,"['Tim Burton', 'Joe Roth', 'Jennifer Todd', 'Suzanne Todd']",['Danny Elfman'],6.5,5,113.0,1782.0
The BFG,140000000.0,183345589.0,"['Adventure', 'Family', 'Fantasy']","['Ruby Barnhill', 'Mark Rylance', 'Rebecca Hall']",Steven Spielberg,"['Frank Marshall', 'Sam Mercer', 'Steven Spielberg']",['John Williams'],6.0,6,120.0,1026.0
Sausage Party,19000000.0,140705322.0,"['Adventure', 'Animation', 'Comedy', 'Fantasy']","['Seth Rogen', 'Kristen Wiig', 'Jonah Hill']",Greg Tiernan,"['Megan Ellison', 'Evan Goldberg', 'Seth Rogen', 'Conrad Vernon']","['Alan Menken', 'Christopher Lennertz']",5.6,7,83.0,2310.0
Captain Fantastic,5000000.0,5879736.0,"['Adventure', 'Comedy', 'Drama', 'Romance']","['Viggo Mortensen', 'George MacKay', 'Samantha Isler']",Matt Ross,"['Lynette Howell Taylor', 'Monica Levinson', 'Jamie Patricof', 'Shivani Rawat']",[],7.9,7,119.0,1569.0
Toni Erdmann,3537415.0,1390172.0,"['Comedy', 'Drama']","['Peter Simonischek', 'Sandra Hüller', 'Lucy Russell']",Maren Ade,"['Michel Merkt', 'Maren Ade', 'Jonas Dornbach', 'Janine Jackowski']",[],7.3,7,162.0,270.0
The Meddler,3200000.0,4267218.0,"['Comedy', 'Drama']","['Susan Sarandon', 'Rose Byrne', 'J.K. Simmons']",Lorene Scafaria,[],['Jonathan Sadoff'],6.0,4,100.0,89.0
Finding Mr. Right,4881000.0,81350000.0,"['Comedy', 'Romance']","['Tang Wei', 'Wu Xiubo', 'Elaine Jin']",Xue Xiaolu,[],[],6.3,3,123.0,42.0
Now You See Me 2,90000000.0,334901337.0,"['Action', 'Adventure', 'Comedy', 'Crime', 'Mystery', 'Thriller']","['Jesse Eisenberg', 'Woody Harrelson', 'Mark Ruffalo']",Jon M. Chu,"['Bobby Cohen', 'Alex Kurtzman', 'Roberto Orci']",[],6.7,6,129.0,3362.0
Café Society,30000000.0,43763247.0,"['Comedy', 'Drama', 'Romance']","['Jesse Eisenberg', 'Kristen Stewart', 'Blake Lively']",Woody Allen,"['Letty Aronson', 'Stephen Tenenbaum', 'Edward Walson']",[],6.4,5,96.0,826.0
Swiss Army Man,3000000.0,4210454.0,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Adventure']","['Paul Dano', 'Daniel Radcliffe', 'Mary Elizabeth Winstead']",Daniel Scheinert,"['Lawrence Inglee', 'Lauren Mann', 'Lauren Mann', 'Eyal Rimmon', 'Miranda Bailey', 'Jonathan Wang']","['Andy Hull', 'Robert McDowell']",6.8,6,97.0,839.0
Graduation,2000000.0,343617.0,['Drama'],"['Adrian Titieni', 'Maria Dragus', 'Lia Bugnar']",Cristian Mungiu,['Cristian Mungiu'],[],6.7,5,127.0,54.0
Teenage Mutant Ninja Turtles: Out of the Shadows,135000000.0,245623848.0,"['Fantasy', 'Action', 'Adventure', 'Comedy']","['Megan Fox', 'Stephen Amell', 'Will Arnett']",Dave Green,[],['Steve Jablonsky'],5.8,6,112.0,984.0
The Darkness,4000000.0,10898293.0,"['Horror', 'Thriller']","['Kevin Bacon', 'Radha Mitchell', 'David Mazouz']",Greg McLean,"['Jason Blum', 'Matthew Kaplan', 'Bianca Martino', 'Greg McLean']",['Johnny Klimek'],4.5,5,92.0,162.0
Boris - Il film,3347850.0,1248748.0,['Comedy'],"['Francesco Pannofino', 'Caterina Guzzanti', 'Pietro Sermonti']",Luca Vendruscolo,"['Mario Gianani', 'Lorenzo Mieli']",[],6.8,4,108.0,74.0
The Conjuring 2,40000000.0,320170008.0,['Horror'],"['Patrick Wilson', 'Vera Farmiga', 'Madison Wolfe']",James Wan,"['Rob Cowan', 'Peter Safran']",[],7.0,5,134.0,2018.0
Ghostbusters,144000000.0,229147509.0,"['Action', 'Fantasy', 'Comedy']","['Melissa McCarthy', 'Kristen Wiig', 'Kate McKinnon']",Paul Feig,"['Ivan Reitman', 'Amy Pascal']",[],5.3,7,116.0,2203.0
Central Intelligence,50000000.0,216972543.0,"['Action', 'Comedy']","['Dwayne Johnson', 'Kevin Hart', 'Amy Ryan']",Rawson Marshall Thurber,"['Scott Stuber', 'Peter Principato', 'Michael Fottrell', 'Paul Young']",[],6.2,6,107.0,1699.0
